ilan_no,site,yil,marka,model,km,yakit,vites,fiyat,kaynak,veri_tipi
1319850055,sahibinden.com,2015,Toyota,Corolla,223000,Dizel,Manuel,980000,gercek,scrape_edilmis
1322341041,sahibinden.com,2009,Renault,Clio,265000,Dizel,Manuel,395000,gercek,scrape_edilmis
37752122,arabam.com,2011,Volkswagen,Polo,44000,Benzin,Otomatik,1099000,gercek,scrape_edilmis
37520436,arabam.com,2015,Volkswagen,Golf,219000,Dizel,Otomatik,1149000,gercek,scrape_edilmis
37137530,arabam.com,2018,Renault,Symbol,196000,Dizel,Manuel,760000,gercek,scrape_edilmis
41048740,arabam.com,2020,Opel,Astra,40000,Benzin,Otomatik,1245000,gercek,scrape_edilmis
41047576,arabam.com,2018,Opel,Astra,80000,Benzin,Otomatik,1245000,gercek,scrape_edilmis
41170785,arabam.com,2015,Fiat,500 Ailesi,69500,Benzin,Otomatik,830000,gercek,scrape_edilmis
41277422,arabam.com,1999,Fiat,Palio,310000,Benzin,Manuel,219750,gercek,scrape_edilmis
41277254,arabam.com,1995,Fiat,Uno,248000,Benzin,Manuel,142500,gercek,scrape_edilmis
41277111,arabam.com,2001,Fiat,Uno,208000,Benzin,Manuel,217500,gercek,scrape_edilmis
40875931,arabam.com,2021,Hyundai,i20,41000,Benzin,Otomatik,1300000,gercek,scrape_edilmis
41033927,arabam.com,2020,Opel,Insignia,149500,Dizel,Otomatik,1495000,gercek,scrape_edilmis
41265258,arabam.com,2007,Opel,Corsa,207000,Benzin,Otomatik,629000,gercek,scrape_edilmis
41273054,arabam.com,2016,Volvo,S60,194500,Benzin,Otomatik,1279000,gercek,scrape_edilmis
41270858,arabam.com,2003,Nissan,Micra,226000,Benzin,Otomatik,540000,gercek,scrape_edilmis
41269525,arabam.com,2024,Opel,Corsa,13700,Benzin,Otomatik,1395000,gercek,scrape_edilmis
41267126,arabam.com,2023,Renault,Clio,12000,Benzin,Otomatik,1315000,gercek,scrape_edilmis
40661089,arabam.com,2020,BMW,2 Serisi,194000,Dizel,Otomatik,1559999,gercek,scrape_edilmis
40514169,arabam.com,2022,Renault,Megane,87400,Benzin,Otomatik,1300000,gercek,scrape_edilmis
39669986,arabam.com,2013,Fiat,Linea,88000,Dizel,Manuel,735000,gercek,scrape_edilmis
40068282,arabam.com,2021,Audi,A6,85000,Dizel,Otomatik,4800000,gercek,scrape_edilmis
37603795,arabam.com,2017,Opel,Corsa,43000,Benzin,Otomatik,1058000,gercek,scrape_edilmis
40962460,arabam.com,2022,Fiat,Egea,98000,Benzin,Manuel,850000,gercek,scrape_edilmis
40106958,arabam.com,2020,Fiat,Egea,69850,Dizel,Manuel,995000,gercek,scrape_edilmis
40110977,arabam.com,2017,Audi,A3,177000,Dizel,Otomatik,1419000,gercek,scrape_edilmis
40105476,arabam.com,2013,Ford,Fiesta,98000,Benzin,Otomatik,899000,gercek,scrape_edilmis
39690909,arabam.com,2018,Renault,Megane,186000,Dizel,Otomatik,1120000,gercek,scrape_edilmis
40462128,arabam.com,2005,Citroen,C4,285000,Benzin,Manuel,280000,gercek,scrape_edilmis
40454446,arabam.com,2011,Chevrolet,Cruze,285000,Benzin,Manuel,590000,gercek,scrape_edilmis
40453486,arabam.com,2011,Opel,Corsa,260000,Dizel,Manuel,470000,gercek,scrape_edilmis
39129000,arabam.com,2004,Ford,Fiesta,103000,Benzin,Manuel,535000,gercek,scrape_edilmis
41232508,arabam.com,1994,Tofaş,Doğan,145000,Benzin,Manuel,215000,gercek,scrape_edilmis
40901005,arabam.com,2006,Fiat,Albea,413000,Dizel,Manuel,315000,gercek,scrape_edilmis
41229569,arabam.com,2024,Peugeot,308,44500,Benzin,Otomatik,1568000,gercek,scrape_edilmis
41228710,arabam.com,2011,Chevrolet,Cruze,212000,Benzin,Manuel,465000,gercek,scrape_edilmis
41228560,arabam.com,2005,Ford,Fiesta,235000,Dizel,Manuel,429500,gercek,scrape_edilmis
41228430,arabam.com,2019,Peugeot,301,170000,Dizel,Manuel,729500,gercek,scrape_edilmis
41226569,arabam.com,2013,Fiat,Linea,226400,Dizel,Manuel,510000,gercek,scrape_edilmis
41140859,arabam.com,2016,Audi,A6,191000,Dizel,Otomatik,2395000,gercek,scrape_edilmis
41225775,arabam.com,2002,Renault,Laguna,239000,Benzin,Manuel,420000,gercek,scrape_edilmis
40922539,arabam.com,2012,Renault,Symbol,222900,Dizel,Manuel,445000,gercek,scrape_edilmis
41224003,arabam.com,2015,Audi,A4,209000,Benzin,Otomatik,1599999,gercek,scrape_edilmis
41104541,arabam.com,2017,Renault,Clio,205000,Dizel,Manuel,639950,gercek,scrape_edilmis
41171565,arabam.com,2020,Renault,Megane,147000,Dizel,Otomatik,1099000,gercek,scrape_edilmis
41220862,arabam.com,1993,Renault,R 9,168000,Benzin,Manuel,185000,gercek,scrape_edilmis
41207876,arabam.com,2013,Volkswagen,Jetta,340000,Dizel,Otomatik,745000,gercek,scrape_edilmis
41138441,arabam.com,2016,Nissan,Micra,152000,Benzin,Otomatik,815000,gercek,scrape_edilmis
41218973,arabam.com,2012,Mercedes - Benz,B,106000,Dizel,Manuel,1000000,gercek,scrape_edilmis
40938520,arabam.com,2012,Fiat,Linea,170000,Dizel,Manuel,635000,gercek,scrape_edilmis
41217886,arabam.com,2021,Renault,Clio,107000,Benzin,Otomatik,1009000,gercek,scrape_edilmis
41217605,arabam.com,2019,Kia,Picanto,19800,Benzin,Otomatik,935000,gercek,scrape_edilmis
41217597,arabam.com,2016,Honda,Civic,144000,Benzin,Otomatik,1329000,gercek,scrape_edilmis
41217082,arabam.com,2000,Hyundai,Accent,253000,Benzin,Manuel,374500,gercek,scrape_edilmis
41025612,arabam.com,2012,Citroen,C4,190000,Dizel,Otomatik,779000,gercek,scrape_edilmis
40714992,arabam.com,2023,Renault,Megane,96000,Dizel,Otomatik,1499000,gercek,scrape_edilmis
41216241,arabam.com,2024,Citroen,C3,51000,Benzin,Otomatik,1168000,gercek,scrape_edilmis
41215678,arabam.com,2010,Opel,Corsa,146000,Benzin,Otomatik,609000,gercek,scrape_edilmis
41215170,arabam.com,2006,Renault,Clio,369000,Dizel,Manuel,279000,gercek,scrape_edilmis
40320315,arabam.com,2011,Mercedes - Benz,C,142000,Benzin,Otomatik,1435000,gercek,scrape_edilmis
41214990,arabam.com,2017,Volkswagen,Polo,72000,Benzin,Otomatik,1265000,gercek,scrape_edilmis
41214199,arabam.com,2018,Honda,Civic,73500,Dizel,Manuel,1285000,gercek,scrape_edilmis
41213966,arabam.com,2022,Renault,Clio,57200,Benzin,Otomatik,1029500,gercek,scrape_edilmis
41210536,arabam.com,2022,Renault,Clio,117200,Benzin,Otomatik,1065000,gercek,scrape_edilmis
40812094,arabam.com,2012,Renault,Megane,185000,Dizel,Otomatik,875000,gercek,scrape_edilmis
40702330,arabam.com,2015,BMW,1 Serisi,237500,Dizel,Otomatik,1099000,gercek,scrape_edilmis
40603671,arabam.com,2016,Volkswagen,Passat,247000,Dizel,Otomatik,1430000,gercek,scrape_edilmis
40564852,arabam.com,2015,Opel,Corsa,121000,Benzin,Otomatik,690000,gercek,scrape_edilmis
40550542,arabam.com,2013,Volkswagen,Polo,200000,Benzin,Manuel,667000,gercek,scrape_edilmis
40532189,arabam.com,1994,Tofaş,Şahin,140000,Benzin,Manuel,195000,gercek,scrape_edilmis
40524780,arabam.com,2021,Volkswagen,Passat,118000,Benzin,Otomatik,2510000,gercek,scrape_edilmis
40522362,arabam.com,2017,Ford,Focus,137000,Dizel,Otomatik,1199000,gercek,scrape_edilmis
40483263,arabam.com,2006,Hyundai,Getz,240000,Benzin,Manuel,425000,gercek,scrape_edilmis
40110090,arabam.com,2014,BMW,3 Serisi,235000,Benzin,Otomatik,1400000,gercek,scrape_edilmis
40106370,arabam.com,1993,Renault,R 12,93933,Benzin,Manuel,220000,gercek,scrape_edilmis
40803591,arabam.com,2002,Mercedes - Benz,S,265000,Benzin,Otomatik,1385000,gercek,scrape_edilmis
38167011,arabam.com,2015,Renault,Fluence,187000,Dizel,Otomatik,855000,gercek,scrape_edilmis
40420515,arabam.com,2005,Volkswagen,Polo,223000,Benzin,Manuel,435000,gercek,scrape_edilmis
40416691,arabam.com,2024,Ford,Focus,19500,Dizel,Otomatik,1850000,gercek,scrape_edilmis
40413469,arabam.com,2001,Mercedes - Benz,C,329000,Benzin,Otomatik,749000,gercek,scrape_edilmis
41180591,arabam.com,2011,Porsche,Panamera,210000,Benzin,Otomatik,5850000,gercek,scrape_edilmis
41061168,arabam.com,2016,Volkswagen,Polo,148000,Dizel,Otomatik,925000,gercek,scrape_edilmis
40625762,arabam.com,2013,Renault,Fluence,221000,Dizel,Otomatik,695000,gercek,scrape_edilmis
41201169,arabam.com,2022,Renault,Megane,62000,Dizel,Otomatik,1729000,gercek,scrape_edilmis
41199837,arabam.com,2007,Dacia,Logan,330000,Benzin,Manuel,295000,gercek,scrape_edilmis
41199681,arabam.com,2023,Hyundai,i20,50500,Benzin,Otomatik,1169900,gercek,scrape_edilmis
40394948,arabam.com,2016,Toyota,Corolla,166000,Dizel,Otomatik,1019000,gercek,scrape_edilmis
41013408,arabam.com,2004,Hyundai,Getz,251000,Benzin,Manuel,359000,gercek,scrape_edilmis
40194365,arabam.com,2019,Renault,Megane,190000,Dizel,Otomatik,1215000,gercek,scrape_edilmis
41196456,arabam.com,2013,Renault,Clio,100000,Benzin,Manuel,725000,gercek,scrape_edilmis
18567087,arabam.com,2004,Renault,Megane,276000,Benzin,Manuel,465000,gercek,scrape_edilmis
32756923,arabam.com,2011,Audi,A8,450000,Dizel,Otomatik,2499000,gercek,scrape_edilmis
41194904,arabam.com,2022,Volvo,S60,85000,Benzin,Otomatik,3075000,gercek,scrape_edilmis
41189667,arabam.com,2012,Fiat,Linea,270000,Dizel,Manuel,405000,gercek,scrape_edilmis
41193210,arabam.com,2005,Ford,Fiesta,304000,Dizel,Manuel,283000,gercek,scrape_edilmis
40929933,arabam.com,2012,Peugeot,208,166500,Dizel,Otomatik,715000,gercek,scrape_edilmis
41192925,arabam.com,2006,Fiat,Punto,315000,Dizel,Manuel,325000,gercek,scrape_edilmis
41192712,arabam.com,2010,Peugeot,308,98000,Benzin,Otomatik,495000,gercek,scrape_edilmis
40529585,arabam.com,2017,Volkswagen,Passat,199000,Dizel,Otomatik,1529000,gercek,scrape_edilmis
41190923,arabam.com,2004,Renault,Clio,355000,Dizel,Manuel,250000,gercek,scrape_edilmis
33170544,arabam.com,2022,Renault,Taliant,88306,Benzin,Otomatik,915000,gercek,scrape_edilmis
41190696,arabam.com,2012,Volkswagen,Passat,338000,Dizel,Otomatik,965000,gercek,scrape_edilmis
41190859,arabam.com,2024,Renault,Megane,27000,Benzin,Otomatik,1835000,gercek,scrape_edilmis
41189400,arabam.com,2011,Toyota,Corolla,363000,Dizel,Manuel,515000,gercek,scrape_edilmis
41188310,arabam.com,2006,Honda,Jazz,116000,Benzin,Manuel,480000,gercek,scrape_edilmis
41186783,arabam.com,2015,Seat,Leon,156000,Benzin,Manuel,1260000,gercek,scrape_edilmis
41183629,arabam.com,2020,Volkswagen,Polo,115000,Benzin,Otomatik,1370000,gercek,scrape_edilmis
39669875,arabam.com,2016,Skoda,Rapid,135000,Dizel,Manuel,775000,gercek,scrape_edilmis
40795417,arabam.com,2008,Opel,Vectra,185000,Benzin,Manuel,625000,gercek,scrape_edilmis
40794767,arabam.com,2022,Hyundai,i10,43000,Benzin,Otomatik,1025000,gercek,scrape_edilmis
40794165,arabam.com,2024,Fiat,Egea,67000,Dizel,Otomatik,1200000,gercek,scrape_edilmis
40522144,arabam.com,2009,Hyundai,Getz,229000,Dizel,Manuel,259000,gercek,scrape_edilmis
40522131,arabam.com,2006,Hyundai,Getz,183000,Dizel,Manuel,269000,gercek,scrape_edilmis
40518225,arabam.com,2018,Opel,Astra,159000,Dizel,Otomatik,950000,gercek,scrape_edilmis
40083211,arabam.com,2017,Volkswagen,Passat,163000,Dizel,Otomatik,1625000,gercek,scrape_edilmis
38108448,arabam.com,2015,Volkswagen,Polo,144500,Dizel,Manuel,755000,gercek,scrape_edilmis
40800085,arabam.com,2020,Dacia,Sandero,45700,Benzin,Otomatik,950000,gercek,scrape_edilmis
40800036,arabam.com,2020,Volkswagen,Passat,78700,Benzin,Otomatik,1950000,gercek,scrape_edilmis
40486445,arabam.com,2018,Nissan,Micra,20000,Benzin,Otomatik,989750,gercek,scrape_edilmis
40484431,arabam.com,2016,Ford,Focus,167000,Dizel,Otomatik,1100000,gercek,scrape_edilmis
40481973,arabam.com,2023,Ford,Focus,99000,Dizel,Otomatik,1465000,gercek,scrape_edilmis
40475586,arabam.com,2024,Citroen,C4 X,16000,Benzin,Otomatik,1430000,gercek,scrape_edilmis
40470858,arabam.com,2020,Audi,A3,117650,Benzin,Otomatik,1783029,gercek,scrape_edilmis
40091275,arabam.com,2017,BMW,5 Serisi,134000,Benzin,Otomatik,2777500,gercek,scrape_edilmis
40394931,arabam.com,2019,Citroen,C-Elysée,132500,Benzin,Manuel,615000,gercek,scrape_edilmis
40380102,arabam.com,2005,Peugeot,206,240000,Benzin,Otomatik,349000,gercek,scrape_edilmis
37718877,arabam.com,2011,Audi,A6,410000,Dizel,Otomatik,875000,gercek,scrape_edilmis
37052427,arabam.com,2021,Toyota,Corolla,97500,Hibrit,Otomatik,1450000,gercek,scrape_edilmis
41180757,arabam.com,2016,Renault,Clio,202000,Dizel,Otomatik,820000,gercek,scrape_edilmis
41180549,arabam.com,2015,Renault,Clio,178000,Benzin,Manuel,645000,gercek,scrape_edilmis
41180010,arabam.com,2016,Opel,Corsa,31000,Benzin,Otomatik,930000,gercek,scrape_edilmis
40894639,arabam.com,2010,Toyota,Corolla,278000,Dizel,Otomatik,690000,gercek,scrape_edilmis
41178486,arabam.com,2018,Seat,Leon,170000,Dizel,Otomatik,1355000,gercek,scrape_edilmis
41177149,arabam.com,2011,Chevrolet,Aveo,121000,Benzin,Manuel,545000,gercek,scrape_edilmis
41176200,arabam.com,2011,Volkswagen,Polo,128000,Benzin,Otomatik,899000,gercek,scrape_edilmis
41152024,arabam.com,2013,Mercedes - Benz,E,183000,Benzin,Otomatik,2325000,gercek,scrape_edilmis
40938300,arabam.com,2021,Hyundai,i20,133000,Benzin,Otomatik,1035000,gercek,scrape_edilmis
41171679,arabam.com,2018,Renault,Clio,184000,Dizel,Manuel,779000,gercek,scrape_edilmis
39289765,arabam.com,2016,Renault,Symbol,205000,Dizel,Manuel,745000,gercek,scrape_edilmis
37780005,arabam.com,2014,Renault,Symbol,305000,Dizel,Manuel,450000,gercek,scrape_edilmis
40392213,arabam.com,2003,Renault,Clio,165000,Benzin,Otomatik,330000,gercek,scrape_edilmis
40392165,arabam.com,1999,Ford,Focus,225000,Benzin,Manuel,390000,gercek,scrape_edilmis
37250184,arabam.com,2016,Seat,Leon,206000,Benzin,Manuel,750000,gercek,scrape_edilmis
40527992,arabam.com,2013,Volkswagen,Passat,160000,Benzin,Otomatik,1250000,gercek,scrape_edilmis
40723897,arabam.com,2018,Seat,Ibiza,114000,Benzin,Otomatik,1220000,gercek,scrape_edilmis
41169128,arabam.com,2006,Hyundai,Accent,238000,Benzin,Manuel,430000,gercek,scrape_edilmis
40999866,arabam.com,2013,Opel,Astra,268000,Dizel,Manuel,479000,gercek,scrape_edilmis
40523240,arabam.com,1990,Mercedes - Benz,200,360000,Benzin,Manuel,665000,gercek,scrape_edilmis
41168210,arabam.com,2022,Audi,A3,59000,Hibrit,Otomatik,2165000,gercek,scrape_edilmis
41168132,arabam.com,2004,Renault,Clio,312000,Dizel,Manuel,285000,gercek,scrape_edilmis
41167308,arabam.com,2008,Fiat,Palio,122000,Benzin,Manuel,435000,gercek,scrape_edilmis
41167248,arabam.com,2009,Ford,Focus,179000,Dizel,Manuel,715000,gercek,scrape_edilmis
41167190,arabam.com,2017,Volkswagen,Passat,173310,Dizel,Otomatik,1620000,gercek,scrape_edilmis
41166231,arabam.com,2017,Skoda,SuperB,141000,Dizel,Otomatik,1590000,gercek,scrape_edilmis
41166217,arabam.com,2018,Honda,Civic,137000,Benzin,Otomatik,1500000,gercek,scrape_edilmis
41166002,arabam.com,2013,Renault,Clio,90000,Dizel,Manuel,859750,gercek,scrape_edilmis
41165453,arabam.com,2013,Renault,Clio,130000,Benzin,Manuel,709750,gercek,scrape_edilmis
41165485,arabam.com,2015,Hyundai,i20,55000,Benzin,Manuel,945000,gercek,scrape_edilmis
41165446,arabam.com,2006,BMW,3 Serisi,153000,Benzin,Otomatik,870000,gercek,scrape_edilmis
41163377,arabam.com,2014,Volkswagen,Polo,157000,Dizel,Manuel,599000,gercek,scrape_edilmis
41164567,arabam.com,2020,Renault,Clio,114680,Benzin,Manuel,799000,gercek,scrape_edilmis
41163514,arabam.com,2021,Hyundai,i20,49000,Benzin,Otomatik,1239000,gercek,scrape_edilmis
41163035,arabam.com,2023,Ford,Focus,52650,Dizel,Otomatik,1670000,gercek,scrape_edilmis
41163178,arabam.com,2025,Renault,Clio,24500,Benzin,Otomatik,1395000,gercek,scrape_edilmis
41162407,arabam.com,2019,Volkswagen,Passat,99000,Benzin,Otomatik,1815000,gercek,scrape_edilmis
41162359,arabam.com,2020,Seat,Leon,98000,Benzin,Otomatik,1395000,gercek,scrape_edilmis
41160635,arabam.com,2016,Opel,Insignia,167000,Dizel,Otomatik,1060000,gercek,scrape_edilmis
41160713,arabam.com,2011,Mercedes - Benz,C,295000,Benzin,Otomatik,1195000,gercek,scrape_edilmis
41160709,arabam.com,2017,Volkswagen,Passat,359000,Dizel,Otomatik,1245000,gercek,scrape_edilmis
41160334,arabam.com,2020,Renault,Symbol,124000,Dizel,Manuel,735000,gercek,scrape_edilmis
40545546,arabam.com,2009,Ford,Focus,269000,Dizel,Manuel,575000,gercek,scrape_edilmis
40541494,arabam.com,2007,Renault,Clio,279000,Dizel,Manuel,385000,gercek,scrape_edilmis
37609828,arabam.com,2016,Skoda,Octavia,200000,Dizel,Otomatik,1000000,gercek,scrape_edilmis
41138876,arabam.com,2011,Volkswagen,Passat,258000,Benzin,Otomatik,1050000,gercek,scrape_edilmis
34757005,arabam.com,2000,Seat,Toledo,220000,Benzin,Manuel,465750,gercek,scrape_edilmis
40690632,arabam.com,2016,Volkswagen,Passat,236000,Dizel,Otomatik,1235000,gercek,scrape_edilmis
41157983,arabam.com,2014,Renault,Fluence,280000,Dizel,Manuel,670000,gercek,scrape_edilmis
40794509,arabam.com,2022,Fiat,Egea,99000,Dizel,Manuel,998500,gercek,scrape_edilmis
40522363,arabam.com,2015,Ford,Focus,149000,Dizel,Otomatik,1235000,gercek,scrape_edilmis
40521668,arabam.com,2023,Tesla,Model Y,68000,Elektrik,Otomatik,2575000,gercek,scrape_edilmis
40781382,arabam.com,2018,Kia,Rio,130000,Benzin,Otomatik,1077000,gercek,scrape_edilmis
40783322,arabam.com,2018,Volkswagen,Passat,162000,Dizel,Otomatik,1999999,gercek,scrape_edilmis
40782617,arabam.com,2015,Volkswagen,Passat,233000,Dizel,Otomatik,1420000,gercek,scrape_edilmis
40788784,arabam.com,2013,BMW,3 Serisi,290000,Dizel,Otomatik,1295000,gercek,scrape_edilmis
40780128,arabam.com,2018,Dacia,Sandero,196000,Dizel,Manuel,845000,gercek,scrape_edilmis
40757013,arabam.com,2016,Volkswagen,Passat,156000,Dizel,Otomatik,1875000,gercek,scrape_edilmis
40603675,arabam.com,2015,Volkswagen,Passat,178000,Dizel,Otomatik,1750000,gercek,scrape_edilmis
40518158,arabam.com,2014,Renault,Fluence,330000,Dizel,Otomatik,485000,gercek,scrape_edilmis
40735680,arabam.com,2016,Volkswagen,Passat,186000,Dizel,Otomatik,1620000,gercek,scrape_edilmis
40483461,arabam.com,2023,Ford,Focus,73000,Benzin,Manuel,1259000,gercek,scrape_edilmis
40529543,arabam.com,2014,Volkswagen,Passat,246000,Dizel,Otomatik,1145000,gercek,scrape_edilmis
40425304,arabam.com,2021,BMW,5 Serisi,123000,Benzin,Otomatik,3254750,gercek,scrape_edilmis
40455006,arabam.com,2016,Peugeot,308,131000,Dizel,Manuel,935000,gercek,scrape_edilmis
40440871,arabam.com,2014,Volkswagen,Jetta,166000,Benzin,Manuel,998000,gercek,scrape_edilmis
40253037,arabam.com,2017,BMW,3 Serisi,102000,Dizel,Otomatik,2190000,gercek,scrape_edilmis
40201469,arabam.com,2017,Audi,A4,190000,Dizel,Otomatik,2050000,gercek,scrape_edilmis
39084213,arabam.com,2015,Ford,Focus,115000,Benzin,Otomatik,1260000,gercek,scrape_edilmis
39069185,arabam.com,2019,Honda,Civic,80000,Benzin,Otomatik,1790000,gercek,scrape_edilmis
40777778,arabam.com,2011,Volkswagen,Passat,299000,Dizel,Otomatik,839000,gercek,scrape_edilmis
40352554,arabam.com,2013,Ford,Fiesta,169000,Dizel,Manuel,765000,gercek,scrape_edilmis
40377709,arabam.com,2013,Opel,Corsa,200100,Dizel,Manuel,600000,gercek,scrape_edilmis
40373326,arabam.com,2004,Renault,Megane,315000,Benzin,Manuel,345000,gercek,scrape_edilmis
40598934,arabam.com,2010,Peugeot,206,248000,Benzin,Manuel,345000,gercek,scrape_edilmis
39041868,arabam.com,2013,Hyundai,i20,102000,Benzin,Manuel,675000,gercek,scrape_edilmis
39095842,arabam.com,2021,Hyundai,i20,80246,Benzin,Otomatik,1055000,gercek,scrape_edilmis
40779409,arabam.com,2009,Audi,A4,269000,Benzin,Otomatik,845000,gercek,scrape_edilmis
40251480,arabam.com,2008,Toyota,Auris,209000,Dizel,Otomatik,679500,gercek,scrape_edilmis
38303102,arabam.com,2016,Renault,Megane,215000,Dizel,Manuel,955000,gercek,scrape_edilmis
39691388,arabam.com,2016,Volkswagen,Passat,277000,Dizel,Otomatik,1200000,gercek,scrape_edilmis
40786668,arabam.com,2000,Renault,Megane,73000,Benzin,Manuel,365000,gercek,scrape_edilmis
40505828,arabam.com,1999,Ford,Fiesta,245000,Benzin,Manuel,189000,gercek,scrape_edilmis
41156080,arabam.com,2008,Volkswagen,EOS,265000,Benzin,Manuel,725000,gercek,scrape_edilmis
39557873,arabam.com,2011,BMW,5 Serisi,294000,Dizel,Otomatik,1579000,gercek,scrape_edilmis
39553803,arabam.com,2010,Opel,Astra,292000,Benzin,Otomatik,625000,gercek,scrape_edilmis
41154927,arabam.com,2016,Audi,A3,236000,Dizel,Otomatik,1190000,gercek,scrape_edilmis
41015441,arabam.com,2015,Opel,Corsa,159000,Benzin,Manuel,750000,gercek,scrape_edilmis
41015082,arabam.com,2015,BMW,3 Serisi,248000,Benzin,Otomatik,1750000,gercek,scrape_edilmis
41154402,arabam.com,2012,Renault,Fluence,316000,Dizel,Otomatik,515000,gercek,scrape_edilmis
41154176,arabam.com,2014,Renault,Clio,310000,Dizel,Manuel,495000,gercek,scrape_edilmis
40745950,arabam.com,2020,Renault,Symbol,115000,Benzin,Manuel,730000,gercek,scrape_edilmis
38601836,arabam.com,2006,BMW,3 Serisi,234000,Benzin,Manuel,715000,gercek,scrape_edilmis
41152991,arabam.com,2000,Volkswagen,Bora,300000,Benzin,Manuel,295000,gercek,scrape_edilmis
41152817,arabam.com,1999,Opel,Corsa,300000,Benzin,Manuel,245000,gercek,scrape_edilmis
39230000,arabam.com,2020,BMW,5 Serisi,189000,Dizel,Otomatik,3880000,gercek,scrape_edilmis
41148810,arabam.com,2012,BMW,5 Serisi,300000,Dizel,Otomatik,1420000,gercek,scrape_edilmis
41149214,arabam.com,2001,Renault,Clio,225000,Benzin,Manuel,215000,gercek,scrape_edilmis
41148682,arabam.com,2016,Volkswagen,Jetta,110000,Benzin,Otomatik,1209000,gercek,scrape_edilmis
41146673,arabam.com,2014,Renault,Clio,190000,Dizel,Manuel,795000,gercek,scrape_edilmis
40320341,arabam.com,2013,Volkswagen,Golf,185000,Benzin,Otomatik,1285000,gercek,scrape_edilmis
41145906,arabam.com,2022,Toyota,Corolla,95052,Hibrit,Otomatik,1519000,gercek,scrape_edilmis
40537742,arabam.com,2022,Citroen,C-Elysée,133000,Dizel,Manuel,839900,gercek,scrape_edilmis
39484335,arabam.com,2016,Hyundai,i20,187000,Benzin,Manuel,780000,gercek,scrape_edilmis
41144249,arabam.com,2020,Opel,Insignia,81100,Dizel,Otomatik,1570000,gercek,scrape_edilmis
41144142,arabam.com,2023,Citroen,C-Elysée,57000,Dizel,Manuel,955000,gercek,scrape_edilmis
40293545,arabam.com,2023,Fiat,Egea,104000,Benzin,Manuel,895000,gercek,scrape_edilmis
41053568,arabam.com,2023,Audi,A3,44000,Hibrit,Otomatik,2735000,gercek,scrape_edilmis
40528178,arabam.com,2017,Volkswagen,Passat,128000,Benzin,Manuel,1695000,gercek,scrape_edilmis
41130496,arabam.com,2021,Volkswagen,Polo,108000,Benzin,Otomatik,1305000,gercek,scrape_edilmis
41142170,arabam.com,2006,Hyundai,Getz,160000,Dizel,Manuel,425000,gercek,scrape_edilmis
41140746,arabam.com,2021,Renault,Megane,132000,Dizel,Otomatik,1229500,gercek,scrape_edilmis
41140426,arabam.com,2020,Hyundai,i20,56000,Benzin,Otomatik,1245000,gercek,scrape_edilmis
41139905,arabam.com,2010,Volkswagen,Jetta,250000,Dizel,Otomatik,685000,gercek,scrape_edilmis
40872054,arabam.com,2000,Volkswagen,Polo,290000,Benzin,Otomatik,365000,gercek,scrape_edilmis
41112154,arabam.com,2016,Dacia,Lodgy,210000,Dizel,Manuel,745000,gercek,scrape_edilmis
